"instance","clauses","ratio","solver","total_time","iter_0","iter_1","iter_2","iter_3","iter_4","iter_5","iter_6","iter_7","iter_8","iter_9","iter_10","iter_11","iter_12","iter_13","iter_14","iter_15","iter_16","iter_17","iter_18","iter_19"
"parkinsons",2,90,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"parkinsons",3,10,"inc",0.42,0.07,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"parkinsons",3,20,"inc",1.56,0.87,0.02,0.03,0.01,0.04,0.02,0.03,0.01,0.03,0.02,0.03,0.01,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02
"parkinsons",3,30,"inc",13.96,1.76,1.34,1.55,0.04,2.57,0.17,0.76,0.04,0.93,0.11,0.81,0.04,0.72,0.09,0.84,0.04,0.91,0.09,0.73,0.04
"parkinsons",3,40,"inc",379.31,6.46,5.23,52.47,0.65,72.58,32.83,52.54,13.45,21.3,21.97,7.74,6.5,22.7,17.31,12.88,2.14,12.36,3.08,12.37,2.09
"parkinsons",3,50,"inc",360.6,14.27,12.74,71.31,2.96,47.71,10.19,36.64,17.43,61.11,16.23,10.6,2.5,10.9,3.87,10.63,3.1,10.53,3.93,10.55,2.61
"parkinsons",3,60,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"parkinsons",3,70,"inc",7200,7167.71,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"parkinsons",3,80,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"parkinsons",3,90,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",2,10,"inc",7200,41.98,109.72,697.04,14.34,508.34,677.59,1580.22,262.32,607.7,781.36,803.09,291.28,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",2,20,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",2,30,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",2,40,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",2,50,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",2,60,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",2,70,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",2,80,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",2,90,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",3,10,"inc",7200,155.7,1187.31,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
"pima-indians-diabetes",3,20,"inc",7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
